cat__Type of Travel_Personal Travel,cat__Class_Eco,remainder__id,remainder__Flight Distance,remainder__Inflight wifi service,remainder__Ease of Online booking,remainder__Online boarding,remainder__Seat comfort,remainder__Inflight entertainment,remainder__On-board service,remainder__Leg room service,remainder__Baggage handling,remainder__Cleanliness,Comfort_Per_Mile
1.0,1.0,126370.0,507.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,7.1389346512905
1.0,1.0,116184.0,325.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,11.76470588235294
0.0,0.0,89613.0,3404.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.1415525114155252
0.0,0.0,18463.0,192.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,11.41552511415525
0.0,1.0,96637.0,972.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,3.731343283582089
0.0,0.0,75061.0,2611.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,1.5984261650067624
1.0,1.0,51744.0,651.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,5.770084332001775
1.0,1.0,44413.0,342.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,9.049773755656108
0.0,0.0,2389.0,1625.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.705314009661836
1.0,0.0,105062.0,361.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,7.953723788864787
1.0,0.0,55721.0,927.0,1.0,1.0,1.0,5.0,2.0,3.0,5.0,4.0,2.0,3.894839337877312
0.0,0.0,65726.0,3666.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,1.1506461320587713
0.0,1.0,13488.0,106.0,5.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,16.181229773462782
1.0,1.0,39607.0,965.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.503912363067293
1.0,0.0,41704.0,936.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,3.861003861003861
0.0,1.0,44232.0,222.0,4.0,1.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,12.422360248447204
1.0,0.0,44021.0,680.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,3.0,4.7008547008547
1.0,0.0,67502.0,641.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,2.699055330634278
0.0,0.0,19525.0,3065.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,0.9478672985781992
1.0,1.0,30960.0,1024.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,2.9655990510083035
1.0,0.0,2153.0,685.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,4.670912951167728
0.0,0.0,115097.0,296.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,10.1010101010101
0.0,0.0,63204.0,337.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,9.9160945842868
0.0,0.0,95508.0,189.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,6.920415224913494
0.0,0.0,112350.0,1620.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,2.325581395348837
0.0,1.0,20650.0,552.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.623721881390592
0.0,0.0,65517.0,1616.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2.913752913752913
0.0,1.0,116988.0,646.0,3.0,5.0,3.0,3.0,3.0,1.0,5.0,4.0,3.0,4.915102770330652
0.0,0.0,15218.0,3601.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,0.810591731964334
0.0,1.0,20002.0,646.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.361930294906166
0.0,1.0,92462.0,1892.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,1.3386880856760377
1.0,1.0,70950.0,612.0,3.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,3.2771535580524347
0.0,0.0,76034.0,2609.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,1.7226528854435832
1.0,1.0,97177.0,1357.0,3.0,2.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,3.4317089910775564
1.0,1.0,51719.0,237.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,8.902077151335313
0.0,0.0,129201.0,2442.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.4424337791765012
1.0,1.0,35558.0,950.0,1.0,0.0,5.0,4.0,1.0,1.0,0.0,1.0,3.0,2.2222222222222223
0.0,0.0,109398.0,2896.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.4463729417000444
0.0,0.0,65351.0,1537.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.647118713093056
1.0,1.0,102482.0,197.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,6.734006734006733
1.0,0.0,17932.0,789.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.8747656542932127
1.0,1.0,122276.0,541.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,6.240249609984399
0.0,0.0,121069.0,951.0,1.0,1.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.4887408816999685
1.0,1.0,41414.0,563.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,2.0,3.519356460532932
0.0,1.0,49839.0,109.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,12.759170653907494
0.0,1.0,48189.0,414.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.891050583657588
0.0,0.0,82445.0,502.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,7.198228128460686
0.0,0.0,105287.0,2869.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.3472549680026944
0.0,1.0,25265.0,425.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,1.0,5.0,8.253968253968253
0.0,1.0,119844.0,1095.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.9525801952580195
0.0,0.0,33840.0,1609.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.1702750146284375
1.0,1.0,83524.0,946.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,0.9560229445506692
0.0,1.0,80176.0,1455.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,2.5723472668810285
0.0,0.0,46900.0,833.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.7863522686673814
1.0,1.0,89219.0,1892.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.171352074966533
0.0,0.0,17928.0,789.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,2.999625046869141
0.0,0.0,55425.0,2254.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.699235344095157
0.0,0.0,60943.0,1529.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.4554941682013505
0.0,0.0,71388.0,2580.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.7412935323383083
0.0,0.0,77866.0,1262.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.181595692608908
0.0,1.0,49223.0,109.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,12.759170653907494
0.0,0.0,28676.0,2777.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,5.0,1.2744757270304714
0.0,0.0,39553.0,2865.0,2.0,2.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,1.349072512647555
0.0,1.0,109597.0,920.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.941176470588235
0.0,0.0,62291.0,414.0,3.0,3.0,3.0,1.0,1.0,5.0,4.0,5.0,1.0,3.891050583657588
0.0,0.0,40177.0,2154.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,1.626737651582372
0.0,1.0,33413.0,2349.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,1.3610997686130393
0.0,1.0,127599.0,1773.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,2.313578928634988
1.0,1.0,66723.0,802.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,4.0,3.695491500369549
0.0,0.0,73698.0,192.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,12.557077625570772
1.0,0.0,27641.0,937.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.928640308582449
0.0,0.0,83891.0,1050.0,1.0,0.0,4.0,3.0,4.0,4.0,0.0,4.0,2.0,1.4492753623188406
0.0,1.0,51662.0,370.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,7.092198581560284
0.0,1.0,86002.0,528.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,4.246284501061571
1.0,1.0,64457.0,989.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,4.0,5.0,3.6730945821854912
1.0,1.0,109551.0,920.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,3.2679738562091503
0.0,0.0,86553.0,853.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,3.497726477789437
0.0,0.0,114667.0,2690.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,1.6726403823178018
0.0,0.0,74892.0,2475.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.5533980582524272
1.0,1.0,6867.0,622.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.693444136657433
0.0,1.0,111943.0,533.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,2.0,4.739336492890995
1.0,1.0,46720.0,125.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,3.0,14.814814814814817
0.0,0.0,67966.0,1464.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.918158567774936
0.0,0.0,33341.0,2355.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,1.493550577053632
0.0,1.0,50319.0,77.0,5.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,22.598870056497177
0.0,0.0,82927.0,2563.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,1.3768932281887594
0.0,1.0,14562.0,986.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,2.148557397176181
0.0,1.0,1026.0,229.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,13.171225937183385
0.0,0.0,26910.0,1874.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0131712259371832
0.0,0.0,14054.0,319.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,10.342084327764518
0.0,0.0,109458.0,2571.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.8719580681392736
0.0,1.0,23664.0,196.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,15.765765765765764
0.0,0.0,29788.0,2334.0,0.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,2.0,1.3694878115584772
0.0,1.0,81675.0,907.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.648129758358159
0.0,0.0,90850.0,2141.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,1.3386880856760377
0.0,0.0,29340.0,859.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,3.0,2.780674313521029
1.0,0.0,68731.0,237.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,3.0,4.0,12.858555885262115
0.0,0.0,29829.0,3679.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,1.1466878362882595
1.0,1.0,82401.0,501.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,2.0,3.8824181919023855
0.0,0.0,80083.0,550.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,3.58974358974359
0.0,0.0,39020.0,3179.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.219884111009454
1.0,1.0,46111.0,1085.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,2.0,2.531645569620253
0.0,0.0,66327.0,2807.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1.4906547414287352
1.0,1.0,48215.0,192.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,7.9908675799086755
0.0,0.0,57441.0,235.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,8.955223880597016
1.0,1.0,55928.0,733.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,2.801120448179272
0.0,0.0,121273.0,2075.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.8390804597701147
1.0,1.0,59385.0,2338.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,4.0,5.0,1.6406890894175552
0.0,1.0,27078.0,834.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,5.0,5.0,4.282655246252677
0.0,0.0,104661.0,1778.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,2.1299254526091587
0.0,1.0,111483.0,1052.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.18287037037037
0.0,0.0,11558.0,657.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.284015852047556
0.0,1.0,83673.0,577.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.446578040374201
0.0,0.0,120382.0,449.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,6.071645415907711
1.0,1.0,82170.0,237.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,4.0,2.0,6.92383778437191
0.0,0.0,117397.0,544.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.728778467908902
0.0,0.0,59357.0,2556.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,1.6315261044176703
1.0,0.0,91983.0,2475.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,1.5533980582524272
0.0,0.0,90639.0,366.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,9.298998569384835
0.0,0.0,119074.0,2218.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,1.2942191544434858
0.0,0.0,104029.0,1262.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,4.0,4.0,2.202643171806167
0.0,0.0,12025.0,3423.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,1.0,0.946163307786924
0.0,0.0,42755.0,493.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,6.183249016301293
1.0,1.0,32936.0,163.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,5.0,1.0,5.069708491761723
1.0,1.0,53978.0,1117.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,2.7389756231169544
0.0,0.0,70029.0,2187.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.4575134819997086
1.0,1.0,96407.0,1342.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0804438280166435
1.0,1.0,127129.0,304.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,4.0,2.0,6.6006600660066
0.0,0.0,113946.0,1750.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,2.342342342342342
1.0,1.0,40606.0,216.0,3.0,0.0,0.0,3.0,3.0,4.0,5.0,3.0,3.0,11.60337552742616
1.0,1.0,128529.0,370.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,5.673758865248227
0.0,0.0,82206.0,405.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,4.0,7.260726072607261
0.0,0.0,68344.0,1598.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.3557126030624262
0.0,0.0,18464.0,201.0,4.0,3.0,3.0,1.0,1.0,2.0,5.0,5.0,1.0,7.751937984496124
0.0,0.0,129310.0,2475.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,1.6828478964401292
0.0,0.0,8558.0,2657.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,0.7254261878853826
1.0,1.0,24839.0,861.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,3.46860908775581
0.0,0.0,118083.0,1276.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.1802325581395348
0.0,0.0,15189.0,3185.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.60882800608828
0.0,0.0,116832.0,451.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,7.259528130671506
0.0,0.0,99415.0,1981.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,1.7619734102194458
0.0,0.0,60089.0,1005.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.223227752639517
0.0,1.0,51644.0,455.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,6.006006006006006
1.0,1.0,129771.0,308.0,3.0,3.0,3.0,5.0,1.0,4.0,2.0,5.0,1.0,6.5359477124183
0.0,0.0,5412.0,812.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.751461988304093
0.0,1.0,98444.0,414.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,5.0,3.0,6.485084306095979
0.0,1.0,39113.0,190.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,9.195402298850572
0.0,0.0,36518.0,1197.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,3.5980467746080698
1.0,1.0,57227.0,1514.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,1.4456836018174308
1.0,1.0,107365.0,632.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,3.6429872495446265
0.0,0.0,233.0,213.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,5.324813631522897
1.0,1.0,70295.0,852.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.551820728291316
0.0,1.0,46382.0,1013.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,3.294399520814615
0.0,1.0,121254.0,575.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.456790123456791
1.0,0.0,36109.0,399.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,7.348029392117568
0.0,0.0,1770.0,408.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,7.217847769028871
0.0,0.0,70400.0,1162.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,2.113048071843634
1.0,0.0,75299.0,1744.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,0.5422993492407809
1.0,0.0,93772.0,368.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,4.985754985754986
0.0,0.0,15078.0,239.0,1.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,5.899705014749263
0.0,0.0,4927.0,1020.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.166666666666667
1.0,1.0,32994.0,163.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,10.139416983523446
0.0,1.0,8213.0,125.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,16.296296296296294
0.0,0.0,53073.0,1208.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.5484199796126403
0.0,0.0,84270.0,334.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,6.144393241167434
0.0,0.0,117893.0,1566.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.200880352140856
1.0,1.0,15249.0,445.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,5.504587155963303
0.0,0.0,114937.0,2590.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1.61090458488228
0.0,0.0,85861.0,2136.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.7889087656529514
0.0,1.0,17158.0,643.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,3.0,1.0,3.589053387169134
0.0,0.0,128028.0,1440.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,3.2467532467532467
1.0,0.0,3109.0,594.0,1.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,5.763688760806917
0.0,0.0,129473.0,2611.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.5984261650067624
1.0,1.0,70511.0,867.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.136504653567736
1.0,1.0,8529.0,862.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.8115038115038113
0.0,1.0,44101.0,257.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,7.469654528478058
0.0,0.0,33484.0,2496.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,1.5408320493066254
0.0,1.0,107120.0,842.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,1.0,3.89242745930644
1.0,0.0,86687.0,1747.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,1.804728388377549
0.0,1.0,106144.0,302.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,6.633499170812603
1.0,1.0,126649.0,602.0,5.0,5.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,2.8490028490028494
0.0,0.0,99445.0,283.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,13.054830287206268
0.0,0.0,44102.0,473.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,3.0,6.980802792321118
0.0,1.0,81994.0,1253.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,1.9709288001970928
0.0,0.0,54677.0,2758.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,5.0,1.166316771635176
0.0,0.0,32338.0,3344.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,1.064653503677894
1.0,0.0,56855.0,2565.0,1.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,1.876172607879925
0.0,0.0,5993.0,3494.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,1.2057132257466143
1.0,1.0,74164.0,721.0,1.0,0.0,0.0,5.0,5.0,3.0,2.0,5.0,5.0,4.8721071863581
1.0,1.0,59220.0,1440.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,5.0,2.8138528138528134
0.0,0.0,47033.0,2624.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,0.7342143906020557
1.0,1.0,51724.0,493.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,8.431703204047217
0.0,0.0,107246.0,307.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,9.828009828009828
0.0,0.0,102045.0,2864.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5623031938821412
0.0,0.0,80996.0,2614.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,0.8597396217145665
0.0,0.0,55696.0,2633.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,1.4635931211123308
1.0,1.0,4705.0,489.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.961516694963215
0.0,0.0,124533.0,3139.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.7203869507049502
0.0,0.0,66299.0,1578.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.3837902264600714
1.0,1.0,90250.0,1121.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,1.6380016380016378
1.0,1.0,62231.0,2454.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,1.1746280344557556
1.0,1.0,127414.0,872.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.7722908093278464
0.0,1.0,62159.0,2425.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.9240924092409242
1.0,1.0,89936.0,1306.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,3.3191085822664768
0.0,0.0,92960.0,1694.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,1.1148272017837235
1.0,0.0,96429.0,302.0,1.0,1.0,5.0,4.0,3.0,3.0,1.0,3.0,5.0,8.291873963515755
0.0,0.0,120984.0,861.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.815469996531391
0.0,1.0,58651.0,467.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.11522633744856
0.0,0.0,45129.0,174.0,3.0,3.0,3.0,5.0,5.0,1.0,3.0,3.0,5.0,15.815085158150849
1.0,0.0,22529.0,143.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,15.089163237311386
0.0,1.0,117917.0,255.0,5.0,4.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,5.633802816901409
1.0,0.0,9639.0,284.0,3.0,3.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,9.54861111111111
1.0,1.0,91209.0,404.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.62962962962963
0.0,1.0,61396.0,279.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,5.0,12.313104661389623
0.0,0.0,12717.0,1884.0,1.0,1.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,2.5201612903225805
1.0,1.0,82915.0,594.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,2.4015369836695486
0.0,0.0,108065.0,849.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.214963119072708
0.0,0.0,24852.0,991.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.527650473571647
1.0,1.0,16367.0,319.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,7.159904534606205
0.0,0.0,75321.0,2556.0,2.0,2.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,1.6315261044176703
0.0,0.0,49436.0,209.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,10.787486515641856
1.0,1.0,65748.0,936.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,1.2870012870012868
1.0,0.0,102057.0,236.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,9.920634920634924
1.0,0.0,39468.0,129.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,10.189228529839884
